instant,temperature
2015-01-01T09:30:00Z,6.9293797004258195
2015-01-01T09:45:00Z,7.102272824313049
2015-01-01T10:00:00Z,7.244754517864248
2015-01-01T10:15:00Z,7.356214712404384
2015-01-01T10:30:00Z,7.436176179454639
2015-01-01T10:45:00Z,7.484296574298007
2015-01-01T11:00:00Z,7.500369901951938
2015-01-01T11:15:00Z,7.484327399270466
2015-01-01T11:30:00Z,7.436237829398564
2015-01-01T11:45:00Z,7.3563071873178
2015-01-01T12:00:00Z,7.244877817744179
2015-01-01T12:15:00Z,7.102426949155539
2015-01-01T12:30:00Z,6.9295646502259185
2015-01-01T12:45:00Z,6.7270312174178475
2015-01-01T13:00:00Z,6.495694004919216
2015-01-01T13:15:00Z,6.236543710499516
2015-01-01T13:30:00Z,5.950690133189861
2015-01-01T13:45:00Z,5.639357420953184
2015-01-01T14:00:00Z,5.303878828694691
2015-01-01T14:15:00Z,4.945691009059701
2015-01-01T14:30:00Z,4.566327860466425
2015-01-01T14:45:00Z,4.16741395871748
2015-01-01T15:00:00Z,3.750657600316874
2015-01-01T15:15:00Z,3.3178434872820954
2015-01-01T15:30:00Z,2.870825084776122
2015-01-01T15:45:00Z,2.411516684284983
2015-01-01T16:00:00Z,1.9418852063277878
2015-01-01T16:15:00Z,1.4639417778010326
2015-01-01T16:30:00Z,0.9797331200245285
2015-01-01T16:45:00Z,0.49133278436644723
2015-01-01T17:00:00Z,8.322729780498861e-4
2015-01-01T17:15:00Z,-0.48966791733965565
2015-01-01T17:30:00Z,-0.9780672897856437
2015-01-01T17:45:00Z,-1.4622743422087048
2015-01-01T18:00:00Z,-1.9402155232407043
2015-01-01T18:15:00Z,-2.409844111561923
2015-01-01T18:30:00Z,-2.8691489802759396
2015-01-01T18:45:00Z,-3.3161632088637667
2015-01-01T19:00:00Z,-3.7489725058395003
2015-01-01T19:15:00Z,-4.165723406040327
2015-01-01T19:30:00Z,-4.564631207448928
2015-01-01T19:45:00Z,-4.943987613561488
2015-01-01T20:00:00Z,-5.302168048575623
2015-01-01T20:15:00Z,-5.637638614073337
2015-01-01T20:30:00Z,-5.948962657409587
2015-01-01T20:45:00Z,-6.234806923679429
2015-01-01T21:00:00Z,-6.493947264920246
2015-01-01T21:15:00Z,-6.725273882101232
2015-01-01T21:30:00Z,-6.927796077453244
2015-01-01T21:45:00Z,-7.100646496788738
2015-01-01T22:00:00Z,-7.2430848436455815
2015-01-01T22:15:00Z,-7.354501049350128
2015-01-01T22:30:00Z,-7.434417885424971
2015-01-01T22:45:00Z,-7.48249300715454
2015-01-01T23:00:00Z,-7.498520419557735
2015-01-01T23:15:00Z,-7.48243135949007
2015-01-01T23:30:00Z,-7.434294590098009
2015-01-01T23:45:00Z,-7.354316106364634
2015-01-02T00:00:00Z,-7.242838253007494
2015-01-02T00:15:00Z,-7.100338258505976
2015-01-02T00:30:00Z,-6.927426191535703
2015-01-02T00:45:00Z,-6.724842348560792
2015-01-02T01:00:00Z,-6.49345408377076
2015-01-02T01:15:00Z,-6.234252094936739
2015-01-02T01:30:00Z,-5.948346181091502
2015-01-02T01:45:00Z,-5.636960490199651
2015-01-02T02:00:00Z,-5.301428277168111
2015-01-02T02:15:00Z,-4.943186194643906
2015-01-02T02:30:00Z,-4.56376814104701
2015-01-02T02:45:00Z,-4.164798692181783
2015-01-02T03:00:00Z,-3.7479861445540212
2015-01-02T03:15:00Z,-3.3151152001830315
2015-01-02T03:30:00Z,-2.868039324233596
2015-01-02T03:45:00Z,-2.4086728081935966
2015-01-02T04:00:00Z,-1.938982572584015
2015-01-02T04:15:00Z,-1.4609797443032377
2015-01-02T04:30:00Z,-0.9767110446729745
2015-01-02T04:45:00Z,-0.48825002506331217
2015-01-02T05:00:00Z,0.002311812372518318
2015-01-02T05:15:00Z,0.49287397083154083
2015-01-02T05:30:00Z,0.9813359535107509
2015-01-02T05:45:00Z,1.4656062582569405
2015-01-02T06:00:00Z,1.943611333699904
2015-01-02T06:15:00Z,2.4133044585179064
2015-01-02T06:30:00Z,2.8726745058124408
2015-01-02T06:45:00Z,3.3197545550624312
2015-01-02T07:00:00Z,3.752630314779841
2015-01-02T07:15:00Z,4.169448319799757
2015-01-02T07:30:00Z,4.568423868102682
2015-01-02T07:45:00Z,4.947848663182635
2015-01-02T08:00:00Z,5.306098129235016
2015-01-02T08:15:00Z,5.641638367839645
2015-01-02T08:30:00Z,5.953032726349221
2015-01-02T08:45:00Z,6.2389479498565485
2015-01-02T09:00:00Z,6.4981598903967175
2015-01-02T09:15:00Z,6.729558748936647
2015-01-02T09:30:00Z,6.932153827704861
2015-01-02T09:45:00Z,7.105077772511482
2015-01-02T10:00:00Z,7.247590286892002
2015-01-02T10:15:00Z,7.359081302170409
2015-01-02T10:30:00Z,7.439073589866883
2015-01-02T10:45:00Z,7.487224805263438
2015-01-02T11:00:00Z,7.5033289533765295
2015-01-02T11:15:00Z,7.487317271059203
2015-01-02T11:30:00Z,7.439258521455445
2015-01-02T11:45:00Z,7.359358699545831
2015-01-02T12:00:00Z,7.247960150045376
2015-01-02T12:15:00Z,7.105540101430929
2015-01-02T12:30:00Z,6.932708622375539
2015-01-02T12:45:00Z,6.730206009340748
2015-01-02T13:00:00Z,6.498899616513457
2015-01-02T13:15:00Z,6.239780141662159
2015-01-02T13:30:00Z,5.95395738381699
2015-01-02T13:45:00Z,5.642655490939893
2015-01-02T14:00:00Z,5.307207717935064
2015-01-02T14:15:00Z,4.949050717446864
2015-01-02T14:30:00Z,4.569718387892493
2015-01-02T14:45:00Z,4.170835305073581
2015-01-02T15:00:00Z,3.7541097654931477
2015-01-02T15:15:00Z,3.3213264711676995
2015-01-02T15:30:00Z,2.8743388872592206
2015-01-02T15:45:00Z,2.415061305252747
2015-01-02T16:00:00Z,1.945460645666392
2015-01-02T16:15:00Z,1.4675480353956782
2015-01-02T16:30:00Z,0.9833701957594307
2015-01-02T16:45:00Z,0.49500067812481063
2015-01-02T17:00:00Z,0.00453098464209134
2015-01-02T17:15:00Z,-0.48593838788869625
2015-01-02T17:30:00Z,-0.9743069426675106
2015-01-02T17:45:00Z,-1.4584831775441653
2015-01-02T18:00:00Z,-1.9363935411514692
2015-01-02T18:15:00Z,-2.4059913121707215
2015-01-02T18:30:00Z,-2.8652653637064738
2015-01-02T18:45:00Z,-3.312248775240768
2015-01-02T19:00:00Z,-3.7450272552886315
2015-01-02T19:15:00Z,-4.1617473386882855
2015-01-02T19:30:00Z,-4.560624323423379
2015-01-02T19:45:00Z,-4.939949912991096
2015-01-02T20:00:00Z,-5.298099531590032
2015-01-02T20:15:00Z,-5.633539280803181
2015-01-02T20:30:00Z,-5.944832507986501
2015-01-02T20:45:00Z,-6.230645958236034
2015-01-02T21:00:00Z,-6.4897554835901445
2015-01-02T21:15:00Z,-6.721051285019016
2015-01-02T21:30:00Z,-6.92354266475451
2015-01-02T21:45:00Z,-7.096362268610054
2015-01-02T22:00:00Z,-7.23876980012452
2015-01-02T22:15:00Z,-7.350155190625242
2015-01-02T22:30:00Z,-7.430041211635803
2015-01-02T22:45:00Z,-7.478085518441626
2015-01-02T23:00:00Z,-7.494082116062598
2015-01-02T23:15:00Z,-7.477962241355223
2015-01-02T23:30:00Z,-7.429794657466952
2015-01-02T23:45:00Z,-7.349785359381861
2015-01-03T00:00:00Z,-7.238276691818486
2015-01-03T00:15:00Z,-7.0957458832572025
2015-01-03T00:30:00Z,-6.922803002374624
2015-01-03T00:45:00Z,-6.720188345635851
2015-01-03T01:00:00Z,-6.488769267231402
2015-01-03T01:15:00Z,-6.229536464933394
2015-01-03T01:30:00Z,-5.9435997377755845
2015-01-03T01:45:00Z,-5.6321832337235715
2015-01-03T02:00:00Z,-5.296620207685269
2015-01-03T02:15:00Z,-4.938347312308674
2015-01-03T02:30:00Z,-4.558898446014786
2015-01-03T02:45:00Z,-4.159898184608908
2015-01-03T03:00:00Z,-3.7430548245978574
2015-01-03T03:15:00Z,-3.3101530680019273
2015-01-03T03:30:00Z,-2.8630463799868764
2015-01-03T03:45:00Z,-2.4036490520415796
2015-01-03T04:00:00Z,-1.93392800468804
2015-01-03T04:15:00Z,-1.455894364825566
2015-01-03T04:30:00Z,-0.9715948537769084
2015-01-03T04:45:00Z,-0.483103022913161
2015-01-03T05:00:00Z,0.007489625611516004
2015-01-03T05:15:00Z,0.4980825949931109
2015-01-03T05:30:00Z,0.986575388427676
2015-01-03T05:45:00Z,1.4708765037609481
2015-01-03T06:00:00Z,1.9489123896217802
2015-01-03T06:15:00Z,2.418636324687437
2015-01-03T06:30:00Z,2.8780371820584207
2015-01-03T06:45:00Z,3.3251480412126533
2015-01-03T07:00:00Z,3.7580546106611603
2015-01-03T07:15:00Z,4.174903425237952
2015-01-03T07:30:00Z,4.573909782922625
2015-01-03T07:45:00Z,4.953365387208164
2015-01-03T08:00:00Z,5.31164566228899
2015-01-03T08:15:00Z,5.647216709743933
2015-01-03T08:30:00Z,5.9586418769247125
2015-01-03T08:45:00Z,6.244587908923114
2015-01-03T09:00:00Z,6.503830657773289
2015-01-03T09:15:00Z,6.735260324441118
2015-01-03T09:30:00Z,6.937886211154154
2015-01-03T09:45:00Z,7.110840963721536
2015-01-03T10:00:00Z,7.253384285677761
2015-01-03T10:15:00Z,7.36490610834583
2015-01-03T10:30:00Z,7.4449292032449375
2015-01-03T10:45:00Z,7.493111225656099
2015-01-03T11:00:00Z,7.509246180594788
2015-01-03T11:15:00Z,7.4932653049130575
2015-01-03T11:30:00Z,7.445237361753909
2015-01-03T11:45:00Z,7.365368346096915
2015-01-03T12:00:00Z,7.2540006026561255
2015-01-03T12:15:00Z,7.111611359907377
2015-01-03T12:30:00Z,6.938810686522739
2015-01-03T12:45:00Z,6.736338878962776
2015-01-03T13:00:00Z,6.5050632914133715
2015-01-03T13:15:00Z,6.245974621642048
2015-01-03T13:30:00Z,5.960182668677964
2015-01-03T13:45:00Z,5.648911580482052
2015-01-03T14:00:00Z,5.313494611957527
2015-01-03T14:15:00Z,4.95536841574776
2015-01-03T14:30:00Z,4.576066890268949
2015-01-03T14:45:00Z,4.1772146113217765
2015-01-03T15:00:00Z,3.760519875408237
2015-01-03T15:15:00Z,3.3277673845438382
2015-01-03T15:30:00Z,2.8808106038896053
2015-01-03T15:45:00Z,2.421563824929555
2015-01-03T16:00:00Z,1.9519939681808562
2015-01-03T16:15:00Z,1.4741121605380165
2015-01-03T16:30:00Z,0.989965123318834
2015-01-03T16:45:00Z,0.5016264078895531
2015-01-03T17:00:00Z,0.011187516399420616
2015-01-03T17:15:00Z,-0.47925105435254167
2015-01-03T17:30:00Z,-0.9675888075672479
2015-01-03T17:45:00Z,-1.4517342410955099
2015-01-03T18:00:00Z,-1.9296138035711312
2015-01-03T18:15:00Z,-2.399180773676383
2015-01-03T18:30:00Z,-2.8584240245168555
2015-01-03T18:45:00Z,-3.3053766355755165
2015-01-03T19:00:00Z,-3.738124315368392
2015-01-03T19:15:00Z,-4.154813598734739
2015-01-03T19:30:00Z,-4.553659783659147
2015-01-03T19:45:00Z,-4.9329545736398295
2015-01-03T20:00:00Z,-5.291073392876328
2015-01-03T20:15:00Z,-5.6264823429526585
2015-01-03T20:30:00Z,-5.937744771225763
2015-01-03T20:45:00Z,-6.223527422792666
2015-01-03T21:00:00Z,-6.482606149692706
2015-01-03T21:15:00Z,-6.713871152897078
2015-01-03T21:30:00Z,-6.916331734638625
2015-01-03T21:45:00Z,-7.089120540731766
2015-01-03T22:00:00Z,-7.231497274716354
2015-01-03T22:15:00Z,-7.34285186792071
2015-01-03T22:30:00Z,-7.422707091869425
2015-01-03T22:45:00Z,-7.470720601848895
2015-01-03T23:00:00Z,-7.486686402879997
2015-01-03T23:15:00Z,-7.470535731820229
2015-01-03T23:30:00Z,-7.422337351818027
2015-01-03T23:45:00Z,-7.342297257858458
2015-01-04T00:00:00Z,-7.2307577946610415
2015-01-04T00:15:00Z,-7.088196190707155
2015-01-04T00:30:00Z,-6.91522251467439
2015-01-04T00:45:00Z,-6.712577063028836
2015-01-04T01:00:00Z,-6.4811271899620095
2015-01-04T01:15:00Z,-6.2218635932469875
2015-01-04T01:30:00Z,-5.935896071918559
2015-01-04T01:45:00Z,-5.624448773943292
2015-01-04T02:00:00Z,-5.28885495423006
2015-01-04T02:15:00Z,-4.930551265427914
2015-01-04T02:30:00Z,-4.551071605958774
2015-01-04T02:45:00Z,-4.1520405516289705
2015-01-04T03:00:00Z,-3.735166398946312
2015-01-04T03:15:00Z,-3.3022338499320387
2015-01-04T03:30:00Z,-2.8550963697529603
2015-01-04T03:45:00Z,-2.3956682498989235
2015-01-04T04:00:00Z,-1.9259164108928406
2015-01-04T04:15:00Z,-1.4478519796351144
2015-01-04T04:30:00Z,-0.9635216774494815
2015-01-04T04:45:00Z,-0.47499905570791867
2015-01-04T05:00:00Z,0.015624383434341027
2015-01-04T05:15:00Z,0.5062481431723018
2015-01-04T05:30:00Z,0.9947717267010141
2015-01-04T05:45:00Z,1.4791036318652626
2015-01-04T06:00:00Z,1.9571703072929445
2015-01-04T06:15:00Z,2.4269250316602697
2015-01-04T06:30:00Z,2.8863566780667522
2015-01-04T06:45:00Z,3.3334983259893587
2015-01-04T07:00:00Z,3.7664356839381163
2015-01-04T07:15:00Z,4.183315286746051
2015-01-04T07:30:00Z,4.582352432391758
2015-01-04T07:45:00Z,4.961838824367225
2015-01-04T08:00:00Z,5.320149886865915
2015-01-04T08:15:00Z,5.655751721465659
2015-01-04T08:30:00Z,5.967207675517157
2015-01-04T08:45:00Z,6.253184494111258
2015-01-04T09:00:00Z,6.512458029281088
2015-01-04T09:15:00Z,6.743918481991544
2015-01-04T09:30:00Z,6.946575154469212
2015-01-04T09:45:00Z,7.11956069252221
2015-01-04T10:00:00Z,7.26213479968407
2015-01-04T10:15:00Z,7.3736874072767975
2015-01-04T10:30:00Z,7.453741286818596
2015-01-04T10:45:00Z,7.5019540935895
2015-01-04T11:00:00Z,7.518119832603983
2015-01-04T11:15:00Z,7.50216974071312
2015-01-04T11:30:00Z,7.454172581058909
2015-01-04T11:45:00Z,7.374334348619962
2015-01-04T12:00:00Z,7.262997388109312
2015-01-04T12:15:00Z,7.120638928001821
2015-01-04T12:30:00Z,6.947869036968568
2015-01-04T12:45:00Z,6.745428011469123
2015-01-04T13:00:00Z,6.514183205688402
2015-01-04T13:15:00Z,6.255125317392929
2015-01-04T13:30:00Z,5.969364145610838
2015-01-04T13:45:00Z,5.658123838302103
2015-01-04T14:00:00Z,5.322737650369007
2015-01-04T14:15:00Z,4.964642234453818
2015-01-04T14:30:00Z,4.5853714889718304
2015-01-04T14:45:00Z,4.186549989722707
2015-01-04T15:00:00Z,3.7698860332074666
2015-01-04T15:15:00Z,3.337164321440616
2015-01-04T15:30:00Z,2.8902383195821972
2015-01-04T15:45:00Z,2.4310223191152467
2015-01-04T16:00:00Z,1.9614832405559337
2015-01-04T16:15:00Z,1.4836322107977828
2015-01-04T16:30:00Z,0.9995159511575977
2015-01-04T16:45:00Z,0.511208013000644
2015-01-04T17:00:00Z,0.020799898475150513
2015-01-04T17:15:00Z,-0.4696078956207739
2015-01-04T17:30:00Z,-0.9579148724891073
2015-01-04T17:45:00Z,-1.4420295299816228
2015-01-04T18:00:00Z,-1.9198783167331133
2015-01-04T18:15:00Z,-2.389414511426841
2015-01-04T18:30:00Z,-2.8486269871693786
2015-01-04T18:45:00Z,-3.2955488234446637
2015-01-04T19:00:00Z,-3.7282657287698004
2015-01-04T19:15:00Z,-4.144924237984897
2015-01-04T19:30:00Z,-4.543739649075622
2015-01-04T19:45:00Z,-4.923003665541153
2015-01-04T20:00:00Z,-5.281091711582041
2015-01-04T20:15:00Z,-5.616469888783249
2015-01-04T20:30:00Z,-5.927701544502698
2015-01-04T20:45:00Z,-6.213453423838465
2015-01-04T21:00:00Z,-6.472501378830856
2015-01-04T21:15:00Z,-6.703735610452025
2015-01-04T21:30:00Z,-6.90616542093582
2015-01-04T21:45:00Z,-7.078923456097637
2015-01-04T22:00:00Z,-7.221269419478338
2015-01-04T22:15:00Z,-7.33259324240723
2015-01-04T22:30:00Z,-7.412417696409867
2015-01-04T22:45:00Z,-7.460400436773654
2015-01-04T23:00:00Z,-7.4763354685204515
2015-01-04T23:15:00Z,-7.460154028508743
2015-01-04T23:30:00Z,-7.411924879887959
2015-01-04T23:45:00Z,-7.331854017644142
2015-01-05T00:00:00Z,-7.220283786497812
2015-01-05T00:15:00Z,-7.077691414931318
2015-01-05T00:30:00Z,-6.90468697162327
2015-01-05T00:45:00Z,-6.702010753040729
2015-01-05T01:00:00Z,-6.470530113376175
2015-01-05T01:15:00Z,-6.211235750403706
2015-01-05T01:30:00Z,-5.925237463159089
2015-01-05T01:45:00Z,-5.613759399609861
2015-01-05T02:00:00Z,-5.278134814665954
2015-01-05T02:15:00Z,-4.919800360977297
2015-01-05T02:30:00Z,-4.540289936966855
2015-01-05T02:45:00Z,-4.141228118441988
2015-01-05T03:00:00Z,-3.7243232019114068
2015-01-05T03:15:00Z,-3.2913598893974534
2015-01-05T03:30:00Z,-2.844191646067781
2015-01-05T03:45:00Z,-2.3847327634133233
2015-01-05T04:00:00Z,-1.9149501619579574
2015-01-05T04:15:00Z,-1.4368549686030665
2015-01-05T04:30:00Z,-0.9524939046733572
2015-01-05T04:45:00Z,-0.46394052154187193
2015-01-05T05:00:00Z,0.026713678635225335
2015-01-05T05:15:00Z,0.5173681990520045
2015-01-05T05:30:00Z,1.0059225429024696
2015-01-05T05:45:00Z,1.4902852080303965
2015-01-05T06:00:00Z,1.9683826430626645
2015-01-05T06:15:00Z,2.4381681266746096
2015-01-05T06:30:00Z,2.897630531964717
2015-01-05T06:45:00Z,3.344802938408927
2015-01-05T07:00:00Z,3.7777710545162986
2015-01-05T07:15:00Z,4.194681415118897
2015-01-05T07:30:00Z,4.593749318194233
2015-01-05T07:45:00Z,4.973266467233447
2015-01-05T08:00:00Z,5.331608286428919
2015-01-05T08:15:00Z,5.66724087735752
2015-01-05T08:30:00Z,5.978727587368979
2015-01-05T08:45:00Z,6.264735161553105
2015-01-05T09:00:00Z,6.524039451942079
2015-01-05T09:15:00Z,6.7555306594998275
2015-01-05T09:30:00Z,6.958218086451909
2015-01-05T09:45:00Z,7.131234378605479
2015-01-05T10:00:00Z,7.273839239493061
2015-01-05T10:15:00Z,7.385422600435675
2015-01-05T10:30:00Z,7.465507232950557
2015-01-05T10:45:00Z,7.513750792316738
2015-01-05T11:00:00Z,7.529947283547717
2015-01-05T11:15:00Z,7.514027943493566
2015-01-05T11:30:00Z,7.466061535295321
2015-01-05T11:45:00Z,7.386254053930566
2015-01-05T12:00:00Z,7.274947844111374
2015-01-05T12:15:00Z,7.132620134311626
2015-01-05T12:30:00Z,6.959880993201395
2015-01-05T12:45:00Z,6.757470717239279
2015-01-05T13:00:00Z,6.526256660609182
2015-01-05T13:15:00Z,6.267229521076667
2015-01-05T13:30:00Z,5.9814990976688716
2015-01-05T13:45:00Z,5.6702895383447824
2015-01-05T14:00:00Z,5.334934098005672
2015-01-05T14:15:00Z,4.976869429292888
2015-01-05T14:30:00Z,4.597629430620691
2015-01-05T14:45:00Z,4.198838677787718
2015-01-05T15:00:00Z,3.7822054672940375
2015-01-05T15:15:00Z,3.349514501153223
2015-01-05T15:30:00Z,2.9026192445242796
2015-01-05T15:45:00Z,2.443433988889227
2015-01-05T16:00:00Z,1.9739256547632564
2015-01-05T16:15:00Z,1.4961053690389488
2015-01-05T16:30:00Z,1.0120198530320987
2015-01-05T16:45:00Z,0.5237426581069524
2015-01-05T17:00:00Z,0.03336528641086289
2015-01-05T17:15:00Z,-0.45701176525920495
2015-01-05T17:30:00Z,-0.9452880001061157
2015-01-05T17:45:00Z,-1.4293719159826583
2015-01-05T18:00:00Z,-1.9071899615246277
2015-01-05T18:15:00Z,-2.376695415416207
2015-01-05T18:30:00Z,-2.8358771507650022
2015-01-05T18:45:00Z,-3.2827682470559907
2015-01-05T19:00:00Z,-3.7154544128071834
2015-01-05T19:15:00Z,-4.1320821828597065
2015-01-05T19:30:00Z,-4.530866855200235
2015-01-05T19:45:00Z,-4.910100133328847
2015-01-05T20:00:00Z,-5.268157441447188
2015-01-05T20:15:00Z,-5.603504881141186
2015-01-05T20:30:00Z,-5.914705799769721
2015-01-05T20:45:00Z,-6.200426942431849
2015-01-05T21:00:00Z,-6.45944416116885
2015-01-05T21:15:00Z,-6.690647656953934
2015-01-05T21:30:00Z,-6.893046732021881
2015-01-05T21:45:00Z,-7.0657740321891
2015-01-05T22:00:00Z,-7.208089260997413
2015-01-05T22:15:00Z,-7.319382349777131
2015-01-05T22:30:00Z,-7.399176070054788
2015-01-05T22:45:00Z,-7.4471280771187836
2015-01-05T23:00:00Z,-7.463032375991965
2015-01-05T23:15:00Z,-7.446820203533795
2015-01-05T23:30:00Z,-7.3985603228946974
2015-01-05T23:45:00Z,-7.318458729061706
2015-01-06T00:00:00Z,-7.206857766756318
2015-01-06T00:15:00Z,-7.064234664461874
2015-01-06T00:30:00Z,-6.891199490857946
2015-01-06T00:45:00Z,-6.688492542412619
2015-01-06T01:00:00Z,-6.456981173319375
2015-01-06T01:15:00Z,-6.197656081353244
2015-01-06T01:30:00Z,-5.911627065550986
2015-01-06T01:45:00Z,-5.60011827388116
2015-01-06T02:00:00Z,-5.264462961254632
2015-01-06T02:15:00Z,-4.906097780322429
2015-01-06T02:30:00Z,-4.526556629508429
2015-01-06T02:45:00Z,-4.127464084620918
2015-01-06T03:00:00Z,-3.7105284421696725
2015-01-06T03:15:00Z,-3.277534404177949
2015-01-06T03:30:00Z,-2.830335435814492
2015-01-06T03:45:00Z,-2.3708458285711895
2015-01-06T04:00:00Z,-1.9010325029728623
2015-01-06T04:15:00Z,-1.422906585921904
2015-01-06T04:30:00Z,-0.9385147987440305
2015-01-06T04:45:00Z,-0.44993069281319364
2015-01-06T05:00:00Z,0.040754229713405365
2015-01-06T05:15:00Z,0.5314394720287634
2015-01-06T05:30:00Z,1.020024537326039
2015-01-06T05:45:00Z,1.5044179234479902
2015-01-06T06:00:00Z,1.9825460790205103
2015-01-06T06:15:00Z,2.4523622827178695
2015-01-06T06:30:00Z,2.9118554076375727
2015-01-06T06:45:00Z,3.3590585332546485
2015-01-06T07:00:00Z,3.792057368077163
2015-01-06T07:15:00Z,4.2089984469361745
2015-01-06T07:30:00Z,4.608097067808254
2015-01-06T07:45:00Z,4.9876449341834626
2015-01-06T08:00:00Z,5.346017470253221
2015-01-06T08:15:00Z,5.681680777593458
2015-01-06T08:30:00Z,5.993198203552888
2015-01-06T08:45:00Z,6.279236493220337
2015-01-06T09:00:00Z,6.538571498627009
2015-01-06T09:15:00Z,6.770093420735801
2015-01-06T09:30:00Z,6.972811561771348
2015-01-06T09:45:00Z,7.145858567539786
2015-01-06T10:00:00Z,7.2884941415726665
2015-01-06T10:15:00Z,7.400108215190015
2015-01-06T10:30:00Z,7.480223559908065
2015-01-06T10:45:00Z,7.528497831004884
2015-01-06T11:00:00Z,7.544725033492975
2015-01-06T11:15:00Z,7.5288364042214315
2015-01-06T11:30:00Z,7.4809007063302815
2015-01-06T11:45:00Z,7.401123934796155
2015-01-06T12:00:00Z,7.289848434330132
2015-01-06T12:15:00Z,7.147551433405079
2015-01-06T12:30:00Z,6.974843000690113
2015-01-06T12:45:00Z,6.772463432642832
2015-01-06T13:00:00Z,6.541280083446161
2015-01-06T13:15:00Z,6.282283650864656
2015-01-06T13:30:00Z,5.9965839339245335
2015-01-06T13:45:00Z,5.685405080583717
2015-01-06T14:00:00Z,5.350080345742509
2015-01-06T14:15:00Z,4.9920463820412735
2015-01-06T14:30:00Z,4.612837087893302
2015-01-06T14:45:00Z,4.214077039096303
2015-01-06T15:00:00Z,3.7974745321493018
2015-01-06T15:15:00Z,3.3648142690648086
2015-01-06T15:30:00Z,2.9179497150008906
2015-01-06T15:45:00Z,2.4587951614386565
2015-01-06T16:00:00Z,1.9893175288923093
2015-01-06T16:15:00Z,1.51152794425332
2015-01-06T16:30:00Z,1.0274731288365988
2015-01-06T16:45:00Z,0.5392266340053826
2015-01-06T17:00:00Z,0.04887996190603694
2015-01-06T17:15:00Z,-0.441466390665461
2015-01-06T17:30:00Z,-0.929711926912935
2015-01-06T17:45:00Z,-1.4137651446902062
2015-01-06T18:00:00Z,-1.891552492634041
2015-01-06T18:15:00Z,-2.3610272494296467
2015-01-06T18:30:00Z,-2.8201782881855433
2015-01-06T18:45:00Z,-3.267038688387645
2015-01-06T19:00:00Z,-3.699694158555072
2015-01-06T19:15:00Z,-4.116291233529867
2015-01-06T19:30:00Z,-4.515045211299731
2015-01-06T19:45:00Z,-4.894247795365752
2015-01-06T20:00:00Z,-5.252274409930471
2015-01-06T20:15:00Z,-5.587591156580811
2015-01-06T20:30:00Z,-5.898761382676731
2015-01-06T20:45:00Z,-6.184451833318196
2015-01-06T21:00:00Z,-6.443438360547516
2015-01-06T21:15:00Z,-6.674611165338809
2015-01-06T21:30:00Z,-6.876979549927899
2015-01-06T21:45:00Z,-7.049676160132204
2015-01-06T22:00:00Z,-7.191960699494495
2015-01-06T22:15:00Z,-7.303223099346074
2015-01-06T22:30:00Z,-7.382986131214467
2015-01-06T22:45:00Z,-7.430907450389045
2015-01-06T23:00:00Z,-7.446781061893645
2015-01-06T23:15:00Z,-7.430538202588725
2015-01-06T23:30:00Z,-7.38224763562569
2015-01-06T23:45:00Z,-7.302115355992549
2015-01-07T00:00:00Z,-7.190483708411792
2015-01-07T00:15:00Z,-7.047829921367765
2015-01-07T00:30:00Z,-6.874764063540995
2015-01-07T00:45:00Z,-6.672026431400553
2015-01-07T01:00:00Z,-6.440484379140896
2015-01-07T01:15:00Z,-6.181128604538086
